,vari,deli,field,beta0,beta1,R2
1650,hc,1511,settle,4.058182975608091,0.9966189105794075,0.9927061386430499
1651,hc,1511,volume,0.2586937968218703,-0.009740303724074403,9.48735166376169e-05
1652,hc,1511,oi,0.028708133971291815,0.8947368421052629,0.8005540166204986
1653,hc,1512,settle,2.14753230706949,0.9975473292295788,0.9941004616950281
1654,hc,1512,volume,1.0426897852532484,-0.005450864351347133,2.9711922176378636e-05
1655,hc,1512,oi,0.11825516893595282,0.9786190431164901,0.9576952315502348
1656,hc,1601,settle,13.262735713133779,0.9926362597244371,0.994073850079934
1657,hc,1601,volume,686.0169424276025,0.8467750601387954,0.7170280024730604
1658,hc,1601,oi,34.06909673600558,0.9982441141947951,0.9968248512201227
1659,hc,1602,settle,14.454974130468031,0.9918854096699115,0.9937745150799833
1660,hc,1602,volume,0.40608571528043746,-0.01098422866692198,0.00012065327940724568
1661,hc,1602,oi,0.055771774041186176,0.9593614207443799,0.9203743356126741
1662,hc,1603,settle,17.346848671472372,0.99043289616407,0.9921431173829535
1663,hc,1603,volume,0.43890106185740796,0.15006461037136917,0.02251938728591063
1664,hc,1603,oi,0.11292536559017316,0.9673533303270117,0.9357724656947608
1665,hc,1604,settle,19.411784005578298,0.9906407681339529,0.9833134974072878
1666,hc,1604,volume,0.3658240032423122,0.2273544759106336,0.05169005771659929
1667,hc,1604,oi,0.2653678695299242,0.7378422256660022,0.54441114997576
1668,hc,1605,settle,13.908199663203675,0.9937108172591643,0.9847391486395028
1669,hc,1605,volume,4756.128372453346,0.906758862556459,0.8222108674443125
1670,hc,1605,oi,286.70202708613044,0.9952377391469251,0.9911707706140054
1671,hc,1606,settle,19.66422491433879,0.9908562632802327,0.9799873276577953
1672,hc,1606,volume,2.426729407554121,0.13534421402397115,0.01831805626976657
1673,hc,1606,oi,0.216280451574569,0.9459298871063577,0.8947833513210466
1674,hc,1607,settle,16.94867397182685,0.9927520898430691,0.9782165906257667
1675,hc,1607,volume,0.44488908364820956,0.047781259559972575,0.0022830487651369635
1676,hc,1607,oi,0.13015105648801872,0.9520289157355344,0.9063590563965764
1677,hc,1608,settle,15.327282628240525,0.9937400027224914,0.9806853851102657
1678,hc,1608,volume,5.738033101931125,-0.0076952181910973,5.921638300843135e-05
1679,hc,1608,oi,1.0483357919538459,0.8577930147685929,0.7358088561857914
1680,hc,1609,settle,14.862366151595808,0.9945710617233803,0.9837314930613101
1681,hc,1609,volume,54.32734246519401,0.35191789054774997,0.12382500203425928
1682,hc,1609,oi,4.769410285783771,0.9569384517728053,0.9179423705445586
1683,hc,1610,settle,9.13724180271305,0.9975682558920181,0.9879170621154943
1684,hc,1610,volume,13408.317276204718,0.9135411682793654,0.8345574144773817
1685,hc,1610,oi,427.9897659393045,0.9960099133049474,0.9923359522538047
1686,hc,1611,settle,11.95828668356691,0.9971009427766393,0.988483291745698
1687,hc,1611,volume,0.7555527064022985,0.4469900371814501,0.19980009333947413
1688,hc,1611,oi,0.7406038496615941,0.3920042720683533,0.15366734931983927
1689,hc,1612,settle,9.902060790724477,0.9988249050890947,0.988402865919136
1690,hc,1612,volume,1.9108819920631184,0.16441719343476568,0.027033013496965075
1691,hc,1612,oi,1.0548147045691325,0.827958029468671,0.6855144985616446
1692,hc,1701,settle,4.8587257216859,1.0009943784988453,0.9916904485123827
1693,hc,1701,volume,6297.581582899524,0.9354858646265287,0.8751360472346305
1694,hc,1701,oi,297.6081836372156,0.9969590528825841,0.9942793895347604
1695,hc,1702,settle,17.997473932146505,0.9958950491473202,0.9903337821219476
1696,hc,1702,volume,2.952835127696079,0.002088959615175275,4.363752273972565e-06
1697,hc,1702,oi,1.1340064983249387,0.8766944805742936,0.7685932122694302
1698,hc,1703,settle,18.063174081621455,0.9962653765605867,0.9879214080013206
1699,hc,1703,volume,1.5542028384002577,0.25946805935046524,0.06732367382309634
1700,hc,1703,oi,1.216776348465281,0.7657078821893323,0.5863085608468712
1701,hc,1704,settle,26.26277720484356,0.9926749388950259,0.9854644564819522
1702,hc,1704,volume,1.2877787273716104,0.0011459871027892066,1.3132864398190947e-06
1703,hc,1704,oi,0.8845352436894758,0.7760904508652164,0.6023163879241754
1704,hc,1705,settle,35.476372062993434,0.9893037927382017,0.9877255538608594
1705,hc,1705,volume,6808.838577667815,0.9491394079418561,0.9008697155795491
1706,hc,1705,oi,571.1544547690482,0.9962037216781421,0.992792722614785
1707,hc,1706,settle,52.06090876879672,0.9841305919323864,0.9836806579299467
1708,hc,1706,volume,8.828478523522161,0.049603290617276044,0.0024604864400620263
1709,hc,1706,oi,3.1315001284540562,0.9304957140352703,0.8680841130236426
1710,hc,1707,settle,52.06814571957224,0.9846707007989143,0.9734329574211176
1711,hc,1707,volume,2.4380889792707263,0.16898939016406173,0.028557413988021918
1712,hc,1707,oi,2.3926734454837106,0.10918927106606421,0.011922296915938269
