vari,deli,beta0,beta1,R2
fb,1606,0.021456133859367052,0.9594180801255681,0.9198597702718384
fb,1607,0.08153861240795338,0.7764584746741655,0.6060516883400142
fb,1608,0.10420945864494935,0.7091563284698822,0.5037330265954655
fb,1609,0.009452913403885307,0.98247174790202,0.9275651456690952
fb,1610,0.08184625966899428,0.8184772750897449,0.6698635842753633
fb,1611,0.07831069148810466,0.8209021721961154,0.6740192454527374
fb,1612,0.07539751085310269,0.8324137773622807,0.6935032357253478
fb,1701,-0.0005971502846320483,1.0121215648002448,0.9769434390735197
fb,1702,0.0007044547283603718,1.0092152422435636,0.9852410971579272
fb,1703,0.0069064599625447,0.9777454976747907,0.9559862582233234
fb,1704,0.005577794157787735,0.9860791613595671,0.9723521124675873
fb,1705,0.005660127654119789,0.9878579265661112,0.9758632830794949
fb,1706,0.006117864147255694,0.988637407672917,0.9774039238502257
fb,1707,0.012081126214314817,0.9800381986851519,0.9600562974403932
fb,1708,0.009897329100957012,0.9900544715703367,0.9882834478907109
fb,1709,0.00722003339957162,0.9890004891961015,0.9689103071927494
fb,1710,0.03439893680237639,0.9493695344169528,0.9013025128790614
fb,1711,0.07688970892063168,0.896939779033759,0.8045009672131291
fb,1712,0.016705067196152508,0.9711066725850894,0.9442028453613418
fg,1401,0.00142477803388142,0.9882031271159897,0.9817996279738574
fg,1402,0.00916899233087858,0.9681135531917722,0.9716856773899515
fg,1403,0.006851650900184355,0.9819180825659759,0.9620723145934277
fg,1404,0.0033033879059077105,0.9910397688945036,0.9715280519029509
fg,1405,0.002564545705256399,0.9896884326753802,0.9860687310508287
fg,1406,-0.005666732989819725,1.0028857017532455,0.9810543071644906
fg,1407,-0.0010699640173634306,0.9971958351061789,0.9836860448849392
fg,1408,-0.0023490597261075956,0.997401139018695,0.9925994135191285
fg,1409,0.0034669894764308463,0.9891310279201921,0.9892891998187757
fg,1410,0.003283317571532378,0.9922682218340304,0.9887757420984511
fg,1411,0.000869890855770588,0.9929764418941425,0.9913962946464587
fg,1412,0.0017714506596888998,0.9875927576417287,0.9902224034948287
fg,1501,0.0009977613807474169,0.9898202626352869,0.9926673846361113
fg,1502,0.0012173751992276488,0.9845451072489996,0.9919598301278212
fg,1503,0.0025286347545723617,0.9825290695043859,0.988297060780252
fg,1504,0.0072606329619555356,0.9588144299924676,0.9777843847402875
fg,1505,0.01920187084284669,0.9466020386437434,0.9384567263855326
fg,1506,0.028279238142631603,0.9434874992235469,0.8975082611369319
fg,1507,0.025897645828827844,0.9452454571769024,0.8912963997698843
fg,1508,0.017570135361293263,0.959834625410062,0.9183037659800003
fg,1509,0.018291198708232228,0.965569537668641,0.9302350774120848
fg,1510,0.021376657281566836,0.9638513146668921,0.9353082368568181
fg,1511,0.002085875027837747,1.0033875456073604,0.9637755395091961
fg,1512,0.020547680868489293,0.9606810082714148,0.9241401013203682
fg,1601,0.017921723777123675,0.9655909522308468,0.9316757403376421
fg,1602,0.020235073055674825,0.9500424956142396,0.9095466097801728
fg,1603,0.0074953757896160204,0.9856580133827094,0.9562657164635952
fg,1604,0.010515348014962365,0.9778884303893298,0.9484101945611229
fg,1605,0.006816213143217569,0.9814667406270647,0.9682231934452401
fg,1606,0.005850714590131336,0.985676846356283,0.9697957884053542
fg,1607,0.0015258482398268275,1.0043656128704184,0.9796767061489332
fg,1608,0.0001331851402147973,1.0087201760058055,0.9829078581224024
fg,1609,0.0030193520364329247,0.9975927739552771,0.9905656558594503
fg,1610,0.0018541785273567925,1.0046599739831257,0.9901549913765191
fg,1611,0.0011465096873031664,1.0075543955815887,0.9909743343133294
fg,1612,0.0017990680897795024,1.0064974815176526,0.9901606986188033
fg,1701,0.007931228182298664,0.9892527152232871,0.9839497877405782
fg,1702,0.006746212355724276,0.993777330286086,0.9788626139539904
fg,1703,0.00814421605364829,0.9880455435594542,0.9784667801425372
fg,1704,0.007604517283002984,0.9874398046984671,0.9769227904652207
fg,1705,0.010058006141910613,0.9865926278566552,0.9786299420852055
fg,1706,0.014148786119666383,0.980028784814734,0.9663458953750053
fg,1707,0.007922020779525198,0.9894829844755597,0.9674937141041309
fg,1708,0.011168173341037327,0.985183036518046,0.9694520475650376
fg,1709,0.009531932369202849,0.9885728106186845,0.9780226393689022
fg,1710,0.016181231902472535,0.9769924671679231,0.9583890081639477
fg,1711,0.01940816691288947,0.9686945062922622,0.9397587818805798
fg,1712,0.0008176691790506719,1.005704157551926,0.9783756256631368
fu,1402,-0.0016952766290547448,0.996827728579375,0.9777231743616234
fu,1403,0.010406579939817421,0.9692779910377265,0.9482293705411313
fu,1404,0.003263262059585139,0.9896243042563387,0.9772617951641527
fu,1405,0.003009436575341756,0.989324491892456,0.9710191248379514
fu,1406,0.003365633061625609,0.9886037430669087,0.9733324243016044
fu,1407,0.011610626444043374,0.9724259432787085,0.9521305750582677
fu,1408,6.66283335696554e-05,0.9935095678622895,0.9650888159479807
fu,1409,-0.0088150288530177,1.0079608993815052,0.9781509316068859
fu,1410,-0.0048133955058455745,1.0015706855045385,0.9889573467528222
fu,1411,-0.004727900415519935,1.0021653222984066,0.9900113227114178
fu,1412,-0.002037457767090823,0.995575423701887,0.9947784942740167
fu,1501,0.002492581281310687,0.9913690996088617,0.9887398090153895
fu,1503,0.004461968819790935,0.9854603117123041,0.9843760663556717
fu,1504,-0.0009364121127032156,0.9939986317651013,0.9865001168357511
fu,1505,0.0009135870424812789,0.9888914382100498,0.9840003793568232
fu,1506,0.013026821877455916,0.9553673005616918,0.9534506688012092
fu,1507,0.012231260183094419,0.9586326896133004,0.9361516021343937
fu,1508,0.00518542028525783,0.984951324710245,0.9419552004098999
fu,1509,-0.009693256745107254,1.0099522344050191,0.9793444520695133
fu,1510,0.005956477429183502,0.9888252300564222,0.9738774434756446
fu,1511,0.0022943637029130062,0.9918643986685816,0.9788194353141834
fu,1512,0.0034620763031353073,0.9885883375202258,0.9716041105721581
fu,1601,0.0038728846771066113,0.9875801799252514,0.9754456039141529
fu,1603,0.005046924610090377,0.9816076972953875,0.9700282855260528
fu,1604,0.008989954496184525,0.9767223405363533,0.9626823536092315
fu,1605,0.005892917425126763,0.9808441595761321,0.9738330840813268
fu,1606,0.004121355596436791,0.9705279227093798,0.9689327731381
fu,1607,0.012621238367566606,0.9442089362951027,0.9293955070573388
fu,1608,0.025586449723169986,0.9307775350110288,0.8849193784544241
fu,1609,0.013261741949644811,0.9686036409870875,0.9244677456431522
fu,1610,0.004860666403973125,0.982296219264722,0.9604341907143482
fu,1611,0.0073019026217455065,0.9908396487176797,0.975436178865122
fu,1612,0.04832929551103539,0.9002565222004799,0.8022845199230533
fu,1702,0.0020369949715400137,1.0048323351736332,0.9885852370284387
fu,1703,0.00245828527634683,1.0026633685686486,0.9909808839042139
fu,1704,0.003691305242379022,0.9969228900971665,0.9922965925256343
fu,1705,0.005891614467555794,0.9922779505782506,0.9840253791995818
fu,1706,0.005658531961799275,0.9919061992951196,0.9861701100681118
fu,1707,0.008301626255345959,0.9871675219154514,0.9776503180741359
fu,1708,0.00732932442061907,0.9893913225430793,0.9856895121128896
fu,1709,0.01349562122252675,0.983502957753971,0.9756289051843994
fu,1710,0.020168597957735936,0.9772239017675775,0.9714851771798014
fu,1711,0.02604920981757871,0.9693362414150892,0.9732811234165226
fu,1712,0.055267572006907385,0.9273052439212722,0.947536448827562
hc,1407,0.04724523127990947,0.9351679346519213,0.8881714735143277
hc,1408,0.033249401818294916,0.9164990866159581,0.8533294886883396
hc,1409,0.03503445616526745,0.926507462002772,0.8329160196440564
hc,1410,-0.008443955396753085,1.0053320113032775,0.9669765431637283
hc,1411,-0.00389754116301708,0.9990690397250407,0.9742988328026624
hc,1412,0.0011106037135067354,0.9910915107038059,0.9697331333693063
hc,1501,-0.0038404336597839686,0.9998812334446384,0.9888342296873032
hc,1502,-0.003659284127348213,1.0003738482392435,0.9934192923843602
hc,1503,-0.0041653748408664645,1.001242984520846,0.9931513040651349
hc,1504,-0.003079278570908429,0.9982757588414632,0.9915208056763634
hc,1505,-0.002175921846302758,0.9973339067535172,0.9943949883438743
hc,1506,-0.003945384322615543,1.0000037804730755,0.9946348741326045
hc,1507,-0.00067446077592741,0.9932829994675296,0.9918992847274104
hc,1508,-0.000537111669509564,0.9929229117253227,0.9857397513304061
hc,1509,-0.0016066911945360018,0.9960397600097778,0.9879050544670765
hc,1510,-0.003850623215175431,1.0001370475945337,0.9942816855859699
hc,1511,-0.0021135696268556117,0.9966189105794071,0.9927061386430499
hc,1512,-0.0021845310399022265,0.9975473292295773,0.9941004616950281
hc,1601,0.000701586311658892,0.9926362597244379,0.994073850079934
hc,1602,0.0007610828657013723,0.9918854096699115,0.9937745150799833
hc,1603,0.001174432050284102,0.9904328961640698,0.9921431173829535
hc,1604,0.0035618655813426086,0.9906407681339544,0.9833134974072878
hc,1605,0.0022220984865071076,0.9937108172591649,0.9847391486395028
hc,1606,0.003459207208607092,0.990856263280233,0.9799873276577953
hc,1607,0.003423689960053159,0.9927520898430698,0.9782165906257667
hc,1608,0.0037622672443888717,0.9937400027224919,0.9806853851102657
hc,1609,0.004536024748976394,0.9945710617233797,0.9837314930613101
hc,1610,0.004204817269253916,0.9975682558920183,0.9879170621154943
hc,1611,0.005240112115310511,0.9971009427766393,0.9884832917456982
hc,1612,0.004103644314318915,0.998824905089095,0.988402865919136
hc,1701,0.003454737156258084,1.0009943784988449,0.9916904485123827
hc,1702,0.005444855253252353,0.9958950491473212,0.9903337821219476
hc,1703,0.005371196958306627,0.9962653765605862,0.9879214080013206
hc,1704,0.006005113861411928,0.9926749388950262,0.9854644564819522
hc,1705,0.007692809877132425,0.9893037927382017,0.9877255538608594
hc,1706,0.010552240036799238,0.9841305919323864,0.9836806579299467
hc,1707,0.009666986343911747,0.9846707007989141,0.9734329574211175
hc,1708,0.012799636463917258,0.9812191265877658,0.9688131751542469
hc,1709,0.007597841752229238,0.9924104878140301,0.9795488013999092
hc,1710,0.008540671887254795,0.9897123406392507,0.9768795197558591
hc,1711,0.0064640856522647575,0.9901114891810614,0.9780983605048597
hc,1712,0.00548594652669503,0.9918948333593283,0.9768840853275562
i,1403,-0.0020748330315827224,0.9845508178987086,0.9695287278071876
i,1404,-0.0035122424911618335,0.990245263665646,0.9820298791837163
i,1405,0.008557421256264878,0.9767118494270753,0.9740473762886014
i,1406,-0.006253563332233403,1.0001924265255904,0.9847694184790999
i,1407,-0.0022105240511469714,0.9955062397979804,0.9902098818710652
i,1408,-0.003261372071236274,0.9969272661628201,0.9913436204964569
i,1409,-0.003072827483181874,0.9981781100021111,0.9923669729288301
i,1410,-0.0029615168198452177,0.9979997328630668,0.9929096275566086
i,1411,-0.00178841126794496,0.9952818244544201,0.9948126674883228
i,1412,0.0002842968600437687,0.9880158160004373,0.9927101084928274
i,1501,-0.0009803057944658237,0.9940554509578595,0.9942828750758002
i,1502,-0.0008675568161383997,0.9924810241747076,0.9952714777406242
i,1503,-0.0015958053730473318,0.9969080386717799,0.9952296356779056
i,1504,0.0011199048997922807,0.9886671707194323,0.9948030920705969
i,1505,0.0006160366748597839,0.9938013649224375,0.9943921107925419
i,1506,0.001456935529364157,0.9919993172013178,0.9932735421128549
i,1507,0.005867268091346049,0.9789892335414528,0.986011866801351
i,1508,0.005170736716641458,0.9790116938784565,0.9849237624585897
i,1509,0.010547962454543173,0.9705780897376043,0.9747236530179122
i,1510,0.00561750039591215,0.9885253528765847,0.974873402003824
i,1511,0.011276196867209322,0.9741754234745921,0.9611912801183318
i,1512,0.0038286334235093015,0.9876748419737995,0.971126151222141
i,1601,0.005866318096661739,0.9834107349647379,0.9791327589936213
i,1602,0.00469658273624694,0.9824737301236487,0.9805381868400171
i,1603,0.008235993019038589,0.9805200124457074,0.9737844678837003
i,1604,0.0047454689534989014,0.9918695944725058,0.9784424184460309
i,1605,0.0005722353800378535,1.0038165602046356,0.9773510426477644
i,1606,0.0034342275374537627,0.9932929469043206,0.9760420689748049
i,1607,0.005025679382159318,0.9926451969811214,0.9755827096682427
i,1608,0.0031218943929942344,0.9977320984804353,0.9826502197730288
i,1609,0.0026352594120160246,0.9984763767289682,0.9874596483654944
i,1610,0.005104428982961394,0.993810471017791,0.9848426686543766
i,1611,0.003448660772099852,1.00016554143802,0.98278329473116
i,1612,0.003278265243380929,1.0017166482680635,0.9884205140477508
i,1701,0.0033562568374465728,1.001247282318124,0.9916620304597503
i,1702,0.0029823891125138812,1.0031205030674766,0.9891154564656798
i,1703,0.0028391344834639365,1.0011829194919715,0.987492810590518
i,1704,0.003687912977807595,0.9941892146494535,0.9903400701614268
i,1705,0.005515849941253852,0.9909606286794754,0.9892045747819214
i,1706,0.006932209006117398,0.9876535687876954,0.9855733588242963
i,1707,0.006694184254503795,0.9858763050391918,0.976028570668264
i,1708,0.008475778776688786,0.9856625448753886,0.9753722421859976
i,1709,0.014113155110192873,0.9791275026634847,0.9725700550199021
i,1710,0.018068269423544718,0.9659613989168478,0.9485608984220527
i,1711,0.011828856316760276,0.9709904174382757,0.9398640360935409
i,1712,0.01213818527627677,0.9690978420616513,0.9452280132636198
ic,1505,0.13985164475940232,0.8222554302218132,0.7016173513557069
ic,1506,0.033008060602923356,0.9615040832316772,0.9581404603861479
ic,1507,0.015142741140011351,0.9704308257324545,0.9279591326511427
ic,1508,0.09650108396532782,0.7708751610183733,0.7163115178249446
ic,1509,0.005795302942409852,0.981203215658711,0.948570842568448
ic,1510,0.09281518848982594,0.823016120945908,0.609556999660897
ic,1511,0.029599103212959936,0.9846680300732963,0.9379766766012012
ic,1512,0.008901576515019898,0.9780528563676463,0.9564356355519059
ic,1601,-0.02489963691221031,1.0092576576606025,0.8827690207971363
ic,1602,0.010299242057429086,0.9370224337966809,0.9486456758963316
ic,1603,0.0242614661625559,0.9472772748842727,0.9033070044871421
ic,1604,0.03219553871353638,0.9633638123987356,0.86152579099555
ic,1605,0.0868211681614546,0.8008974682055162,0.6285774075522584
ic,1606,0.015956186215391195,0.9686786371279321,0.9387085478884166
ic,1607,0.03673264382833886,0.9754805730955984,0.9201651548690798
ic,1608,0.06053727320726294,0.9313274923291307,0.8979025312463151
ic,1609,0.012473263897574789,0.9858280030541626,0.9708502411845161
ic,1610,0.053380384443195164,0.9043617388585473,0.7803057745470781
ic,1611,0.05572811153753896,0.9421917784771955,0.9122420324932077
ic,1612,0.011275061393195295,0.987281637815705,0.9801285551804497
ic,1701,0.04424904175237093,0.8992351101309318,0.8016954660698417
ic,1702,0.07756126064162994,0.8950211082686801,0.7733680962302508
ic,1703,0.01758045374810191,0.976453259383413,0.9402097083601406
ic,1704,0.0849051279169396,0.8396558600952985,0.7597698538251423
ic,1705,-0.004085083008805331,0.9852339514116237,0.9360366525385576
ic,1706,0.017628146606265844,0.9592873314878397,0.9202027099016921
ic,1707,0.06816269296932301,0.9072063005707175,0.8276934113716902
ic,1708,0.06162542746456199,0.914086607086672,0.800090934826224
ic,1709,0.009223930975124526,0.9891407052540646,0.9498130580906056
ic,1710,0.08427994467580853,0.8845082824263568,0.8368661334228941
ic,1711,0.18675465797490204,0.6761219753236343,0.43721786103074256
ic,1712,0.010965953682964345,0.9826528418412902,0.9668568675116661
if,1401,-0.02311640168154923,1.0092299196725403,0.9454849629685336
if,1402,0.05697957119895835,0.8584684534012623,0.7573002155146364
if,1403,0.012671876548077231,0.9761257680951528,0.9464731162579891
if,1404,0.04993172323678399,0.8923896406962535,0.7885813619202577
if,1405,0.031426481417999544,0.9032090304289071,0.8150704213617209
if,1406,0.007579779036364857,0.9733009097556307,0.9632143416812219
if,1407,0.1633904018708551,0.7318561938180501,0.5921222566170924
if,1408,0.028709533223455014,0.9858075465358109,0.957603327917121
if,1409,0.006454533079399518,0.9917822680321413,0.9619579622597899
if,1410,0.0797717243551604,0.8769606875119456,0.7801260608224456
if,1411,0.06930901614198925,0.909203463621733,0.839485253541711
if,1412,-0.00017689262167700122,1.0242738439231953,0.9888314417366323
if,1501,0.07247502844355323,0.9202733902136515,0.9309524915664964
if,1502,0.14097669941888497,0.7118445934316483,0.5075685282778886
if,1503,0.007343470242867059,0.9974219124649559,0.9876809654885088
if,1504,0.011930944404474848,1.036249444653369,0.9725089393895916
if,1505,0.0541937900162614,0.9401207396493242,0.9363703536546676
if,1506,0.009033801113705334,0.9908992627502795,0.9893062145158902
if,1507,0.02284164648000238,0.9571312425501024,0.8959263770611253
if,1508,0.08890947993438161,0.7253451602061604,0.6245997346426818
if,1509,0.009445733247547107,0.9804699227816256,0.9594727003135664
if,1510,0.07221018797285733,0.886265306724652,0.6830663903197567
if,1511,0.0339073776774007,0.9753227674338915,0.9392991907694618
if,1512,0.006260382529418013,0.9822919024929279,0.9696875452555818
if,1601,-0.008319488329836477,0.9873494776151374,0.8501297280927922
if,1602,0.0046790425065911835,0.9395454698380381,0.9553974695087643
if,1603,0.018287420724788478,0.948761697087817,0.9192042429453318
if,1604,0.043929589076190545,0.9518322451542679,0.8696180783554625
if,1605,0.08886288883345642,0.7902840575534695,0.6098232067173368
if,1606,0.013715434061715156,0.9722774994516775,0.9453416403676166
if,1607,0.03545041012662305,0.9720424547659143,0.860586378082552
if,1608,0.03869865895387384,0.9582555802636121,0.9113898695896763
if,1609,0.01222697313762273,0.9844619864489209,0.9672644325227998
if,1610,0.10052917593571616,0.8291747627371883,0.6586792223546545
if,1611,0.041326216566195645,0.9688482019666554,0.9358410170335323
if,1612,0.008321271668977503,0.9882786842284252,0.9761410472940167
if,1701,0.02176507350524305,0.9368479796323483,0.8777135902227429
if,1702,0.03463340078042884,0.9702447505704732,0.8764803817091573
if,1703,0.01530908782569581,0.9798390470104895,0.9592055128240508
if,1704,0.07482321269880134,0.8548174088491133,0.7286535101262606
if,1705,0.05784054935381998,0.8976871344209458,0.8085976919838089
if,1706,0.01501716363626925,0.9765376392072287,0.9457457156991509
if,1707,0.05683069856320064,0.9392293102818581,0.9252620107104401
if,1708,0.11221965343005716,0.8512630081156007,0.8153971043549427
if,1709,0.005885894970023174,0.9995474205388633,0.986412180226056
if,1710,0.08564681541850229,0.8947982961805498,0.8696951027433486
if,1711,0.019807330919366362,1.0019033388180116,0.9567509533471172
if,1712,0.008615245674739449,0.9909261458449221,0.9894467461797591
ih,1505,0.08159829500924459,0.8016439848844634,0.538159550494846
ih,1506,0.09400310292520754,0.7875959616265177,0.5558900227423099
ih,1507,0.03806072875430447,0.9222503679049205,0.8353676409755548
ih,1508,0.05910459282152485,0.8083413623372162,0.6908548540566826
ih,1509,0.0035832987602589187,0.9837053254582095,0.9622926029027558
ih,1510,0.07106500229514878,0.9109494472113164,0.7699819203630809
ih,1511,0.032922943759168925,0.9702394117116429,0.9303663424878722
ih,1512,0.0059208708770163605,0.9815676426156379,0.9728566072670789
ih,1601,-0.008502196172422358,0.9821433367539201,0.827553895147707
ih,1602,0.00016886217201961956,0.947691843895978,0.9606524006808361
ih,1603,0.022564894724811733,0.9437670434740069,0.9241696943339412
ih,1604,0.05308198318231617,0.9441850523661977,0.8828232007587574
ih,1605,0.08007818304040595,0.8179405463716795,0.6617758716243282
ih,1606,0.011089311545551062,0.9745788046991278,0.9509829407171148
ih,1607,0.03874378445033936,0.9644421625704012,0.8666425149345695
ih,1608,0.03944260469960838,0.9464173400143545,0.8919187818015617
ih,1609,0.01280731547401481,0.9824740042485266,0.9645158889046841
ih,1610,0.09309866268852052,0.8208157197652913,0.6608242609562569
ih,1611,0.03341768868576457,0.9823513482453387,0.9398370382957413
ih,1612,0.006155707811514944,0.9919662409080894,0.9775232765034605
ih,1701,0.04167389952658029,0.9123979719964893,0.8345442378605222
ih,1702,0.04301207758603193,0.9572246852547848,0.9006129734497025
ih,1703,0.013207914972941057,0.9826425043909754,0.9687982988986638
ih,1704,0.08682591923656355,0.7966910770889253,0.6643660380955765
ih,1705,0.08477746674065932,0.8517415858922655,0.7196382945516255
ih,1706,0.012773793847391298,0.9813252391933962,0.9568081482337365
ih,1707,0.049697221133016466,0.9458081243183823,0.9224301000559756
ih,1708,0.0619861081573481,0.9147524828217832,0.9092807293961361
ih,1709,0.005142193579049176,0.9989028017598109,0.9894928813417356
ih,1710,0.15785894693251287,0.785237322506014,0.7311440001449041
ih,1711,0.011584675548933235,1.0327656265048606,0.9571484813792505
ih,1712,0.010936409143550046,0.9874006668751494,0.9903135199853872
j,1401,0.0008699445410774165,0.9891485822362881,0.9842900170192288
j,1402,0.002767305877468351,0.9826571409525434,0.9845506320971102
j,1403,-0.001599431556040162,0.9955081442372176,0.9817046306050282
j,1404,-0.007663466183264467,1.0060669854521573,0.9897450805388517
j,1405,-0.005094974098362191,1.0030079652784258,0.9942702600700505
j,1406,-0.005841699360090868,1.0043096943756162,0.9950736406066275
j,1407,-0.00291727374742025,1.000847120124614,0.9951874813984839
j,1408,-0.0036366328121993723,1.000291453670186,0.9959024002845516
j,1409,-0.0020784795152003536,0.9966438672237983,0.9970482157062934
j,1410,-0.0016302249444216039,0.9939853276740218,0.9961196770324852
j,1411,0.000619767684116966,0.9910599788778687,0.994560223035388
j,1412,0.002484229949047973,0.9815859421979994,0.9924193172660085
j,1501,0.002773896884186453,0.9809630968911377,0.9899394300992627
j,1502,0.003071471577444758,0.9765519104784082,0.9866480980792448
j,1503,0.0002544087108744648,0.9918128817415228,0.9865106093754255
j,1504,0.0019494576520233831,0.9852038456795363,0.9873758133354419
j,1505,-0.005791465773826728,1.0034447931974388,0.993484738514905
j,1506,-0.0011836557017386668,0.9958648771848372,0.9919202057083436
j,1507,-0.004488364214180222,1.0014420998479334,0.9921849329931971
j,1508,-0.003763806431514781,1.0006595381262007,0.9930345514753663
j,1509,-0.00021650559115285548,0.9924827650275858,0.9937112054693532
j,1510,-0.003681518014175436,0.9992577469529537,0.990419394987492
j,1511,-0.00370592243292722,0.9995793411720723,0.991800511072057
j,1512,-0.0034969615823173678,0.9998436498252724,0.994099498899761
j,1601,-0.0014524929908918205,0.9953235062711987,0.9949823134420316
j,1602,-0.0013881527590434858,0.9948294554394665,0.994730013592024
j,1603,0.001809338755669897,0.9897595159262684,0.9932164508677709
j,1604,0.002032430424688347,0.9903452990602903,0.987619954448095
j,1605,0.001599311995710471,0.9966704724885662,0.9902955024655344
j,1606,0.0031056960155587637,0.9894728461715437,0.9887069451533081
j,1607,0.0030163135871232654,0.9921638506676109,0.9835226973116246
j,1608,-0.0006594195299590242,1.0103290695061191,0.9828647580850425
j,1609,0.00020382211944019579,1.0085609148559043,0.9945692276239279
j,1610,0.001243793157193994,1.006178270213915,0.994562864572464
j,1611,-0.0013010126449055298,1.021454405487113,0.9965808773491693
j,1612,0.0003249125004070458,1.0163014537481532,0.9969038071587576
j,1701,0.0032872025152895423,1.0013149102269527,0.9972379902061737
j,1702,0.0047469254457192375,0.9978011191407488,0.9947169998592347
j,1703,0.005634170756094202,0.9958370554236348,0.9926130749927489
j,1704,0.006278428031210502,0.994282596732148,0.9887588057239409
j,1705,0.006866396070523698,0.9941041573679799,0.9919319613218023
j,1706,0.013340974919661332,0.9820304075541568,0.9832897568808524
j,1707,0.013551492242907203,0.9797428233163439,0.9744800783490289
j,1708,0.020786302886977102,0.9689781518827891,0.9510375633680187
j,1709,0.00890394759243257,0.9884442313931164,0.9788775127156465
j,1710,0.009277734241765147,0.984017420980997,0.9671068701254364
j,1711,0.006854846720733872,0.9818548304094454,0.964015173671994
j,1712,0.00566798867794285,0.9872213542573702,0.9700566446277553
jd,1403,0.0055871911045730326,0.9851108108332651,0.9720275283907688
jd,1404,0.014154426524822402,0.9705695456780326,0.9414604368074702
jd,1405,0.002954307563699475,1.0054672552982975,0.9642859833782088
jd,1406,0.004340037754290954,0.9946949180353307,0.982995747540046
jd,1409,0.005997028316597012,0.9933801637210672,0.9889765785960455
jd,1410,0.0073888367543506715,0.9890388280835759,0.9874661137724827
jd,1411,0.01110727400432742,0.9822070963742854,0.9701086009714686
jd,1412,0.005146846185538855,0.9956072731551998,0.9652624481245391
jd,1501,0.028075023275280313,0.9561152160350405,0.9389486197736794
jd,1502,0.023962881816800383,0.9559218486528528,0.9202724076675134
jd,1503,0.033696786002145485,0.9523712741076753,0.8760927747249168
jd,1504,-0.010519089770138854,1.0099803338405087,0.9660610334344562
jd,1505,0.0028104978175378936,0.9934522026227369,0.9561505858501945
jd,1506,-0.012330866857276773,1.0126420223020043,0.9780321243742878
jd,1509,0.0016581939200498667,0.993594006566923,0.9645584173066604
jd,1510,-0.006746186400680653,1.0040127942274508,0.9835051233797387
jd,1511,-0.008113714252374461,1.0059678261243556,0.9880293995623346
jd,1512,0.001462620727845032,0.9904783747903452,0.9821550089391734
jd,1601,0.012708435596077167,0.9756100809193351,0.9380175914770864
jd,1602,-0.004217557343494008,1.0013029785836265,0.9863885293435694
jd,1603,-0.0031701204477751644,0.999857427132257,0.9895483550247204
jd,1604,-0.0007792399377562899,0.9968477846309892,0.9917088077984203
jd,1605,-0.000701756096292054,0.9944985536310349,0.989930580872144
jd,1606,-0.00041951797978795986,0.9935884595263882,0.9890014342996385
jd,1609,0.010480802368106218,0.9700430165987287,0.9371030553746881
jd,1610,0.017628544045487117,0.9659901229558507,0.9517824799311096
jd,1611,0.017223836237331962,0.9636772797996321,0.9362729089268933
jd,1612,0.024313375977239808,0.9329586878875065,0.8950294279635327
jd,1701,0.0031040408471746475,0.9923524175976637,0.9514132801371774
jd,1702,-0.007566759831523818,1.007596041934446,0.9754007049749279
jd,1703,0.001967084483163835,0.9948904226952642,0.9811345575048918
jd,1704,-0.002672318684875349,0.9994100601229812,0.9776731597412062
jd,1705,-0.012005985251677856,1.012518485751856,0.9871997581270303
jd,1706,0.00399088473026009,0.992174545469043,0.9761727541713665
jd,1707,0.005906402153088627,0.9893121573438936,0.976255026424817
jd,1708,0.015747464364240224,0.9757818517786088,0.9482196532835453
jd,1709,0.020414232642347777,0.9696097009698602,0.9496754835678016
jd,1710,0.018592080824962966,0.9568255550333487,0.9170376901111483
jd,1711,0.0045517968847151626,0.99221385460782,0.943755033508038
jd,1712,0.0021759713450895113,1.0027970391906802,0.9800651951135578
jm,1401,-0.0005561565680512522,0.9911731937389148,0.9826302225324126
jm,1402,-0.00021649063484022874,0.9911566272092942,0.984108181473563
jm,1403,-0.0007016377775287911,0.9925700096548433,0.9887937738430019
jm,1404,-0.0022692743925835897,0.9975052943401649,0.9900110201754587
jm,1405,-0.004397050168852743,1.0011823808340465,0.9946761597895983
jm,1406,-0.003940375392733759,1.001480099632111,0.9946368768958769
jm,1407,-0.0032857792289616343,1.0011059023301732,0.9944449958079283
jm,1408,-0.0027069181203666142,0.9978716411219157,0.9957695980320649
jm,1409,-0.0013745855167716277,0.9943137234209928,0.9968762620771954
jm,1410,-0.0006123483160559461,0.988704283421455,0.9947896308724268
jm,1411,-0.00010113686593464857,0.9899270717317131,0.9945834178835455
jm,1412,0.0010406114812674021,0.9812879009790454,0.9916100316331601
jm,1501,0.004840258518189633,0.9731553642791797,0.982058879706206
jm,1502,0.005043367891211327,0.9749242118156105,0.9773749382868575
jm,1503,0.004560783076710372,0.981959035215529,0.969745354013174
jm,1504,0.0017792242054875968,0.9863664953089176,0.9811732136423771
jm,1505,0.0018313007688045729,0.9882760530713305,0.9850468029442092
jm,1506,0.003960355749820376,0.9846404578470331,0.979391345521768
jm,1507,0.0017645661947179796,0.9889090239140191,0.9760625500720449
jm,1508,0.0005084124959952303,0.9896183560925822,0.9827528664339878
jm,1509,0.0001617805608757775,0.9925862806704777,0.9873239410661994
jm,1510,0.0014461407779088817,0.9910511047426935,0.9838048045475996
jm,1511,0.0012499738179017651,0.9925388826559212,0.9865996154986969
jm,1512,0.0008301743130396666,0.9915531265833248,0.9843237853820751
jm,1601,0.001535760495065167,0.9919096444379053,0.9921917555595215
