vari,deli,beta0,beta1,R2
cu,1407,0.009797800345099236,0.9852523312511692,0.9700992998165762
cu,1408,0.008702879205955479,0.9832659585728243,0.9747904151130431
cu,1409,0.00831840836340132,0.9853887509254747,0.9728161415828429
cu,1410,0.010416956202582043,0.9803007372950802,0.9699170530912532
cu,1411,0.009946220559693634,0.9801978206965092,0.9634718096424391
cu,1412,0.010863038619280941,0.9746712497423341,0.96012784728573
cu,1501,-0.002469696912528442,0.9975137092942662,0.9505669876116569
cu,1502,0.0024715878871854613,0.9910637870560346,0.9677258604044457
cu,1503,0.003484824790918958,0.9931146155921806,0.9788794220857946
cu,1504,0.0031305172692159306,0.9933506799515328,0.9820866273305082
cu,1505,0.005251961628493543,0.990459540487656,0.9816095244716837
cu,1506,0.0034965224506130124,0.9910641601072026,0.9801388749131223
cu,1507,0.00442589579486792,0.9858186382782554,0.9770729744730234
cu,1508,0.002726245870614286,0.9874621782300199,0.9750030955663079
cu,1509,0.006576394008579069,0.9803468733954647,0.9712391641465046
cu,1510,0.008035121468842133,0.9783803892561833,0.9659091295101864
cu,1511,0.003940747309251372,0.9852912924784745,0.9639557287108625
cu,1512,0.004150961201480065,0.988080523037029,0.9733929839154839
cu,1601,0.0010162125688923556,0.9948632702992435,0.9780007692445356
cu,1602,0.000757813101318139,0.9944923881056995,0.9830376476056143
cu,1603,0.0025441091582133054,0.9901705702259574,0.983568394250325
cu,1604,0.0032972632142217366,0.9871464584557044,0.9811616823383301
cu,1605,0.0070502696389375535,0.9713909765524968,0.975338485150504
cu,1606,0.010297628977596854,0.9690161805277483,0.9581429548666189
cu,1607,0.01538403834195861,0.9655156587408893,0.9408310576593957
cu,1608,0.014344973525045226,0.9661754264783822,0.9373820194554965
cu,1609,0.019010147358536247,0.950644778263281,0.9310806169703405
cu,1610,0.02432264161875606,0.9487124080058504,0.9219607188259458
cu,1611,-0.004270732576805098,1.0301770739632947,0.9484112348208404
cu,1612,0.0020450889264522687,1.0050605885859385,0.9809690882288313
cu,1701,0.003193277278451731,1.0021848758317602,0.9853168752087808
cu,1702,0.003204147141138704,1.001190342796176,0.9866035461297713
cu,1703,0.0032631636517849263,0.998143331459007,0.989603232302976
cu,1704,0.00457647564041031,0.9953678027751387,0.9903564966657542
cu,1705,0.005824761683570146,0.9928424335144468,0.9902881929520047
cu,1706,0.008356174735617911,0.9889769576152163,0.9875990197708321
cu,1707,0.007497547422310556,0.9910529401945054,0.987223827161352
cu,1708,0.010012511158260459,0.9891909964517698,0.98577172784056
cu,1709,0.014592737561313632,0.9804895822364352,0.9805491505859371
cu,1710,0.019652087277031174,0.9742531447074679,0.9711414680273704
cu,1711,0.012308577152580089,0.9778602741977677,0.9584133298399248
cu,1712,0.007973668075446154,0.9851141498273497,0.9667574746693669
fb,1404,0.024904844615727617,0.9385752128150326,0.8569673128131706
fb,1405,0.019229666585819857,0.9594649882523477,0.9236031335269784
fb,1406,-0.004220122549466037,0.9948924784717113,0.9841876608224772
fb,1407,-0.0020556670461629456,0.9909960158576677,0.9831513222954241
fb,1408,0.013595266911699967,0.9639418501875363,0.9474887774969268
fb,1409,0.008609960426811317,0.9668372339353775,0.9633992674528078
fb,1410,0.008400712813490403,0.9725913402387566,0.9801592755319265
fb,1411,-0.001383254990436652,0.9944048009453561,0.988922178222576
fb,1412,0.007938066853299529,0.9773789652787575,0.9495948192541357
fb,1501,0.020245411441353098,0.9398315057004907,0.8995767604543745
fb,1502,-0.0029193339841166767,0.9984181604259477,0.9726942882075493
fb,1503,-0.0029309802268444292,0.9985117946780535,0.9887403379730599
fb,1504,0.0019258329136387364,0.9998456676840187,0.9451436879428112
fb,1505,0.11678558202382196,0.8172725753733965,0.6628481329260554
fb,1506,0.007186195712650856,0.9814400455062464,0.9408852681971838
fb,1507,0.005466779065044929,0.9841480680358714,0.9585301386620362
fb,1508,-0.0009567649005036601,1.0227974037496543,0.955839897497621
fb,1509,0.0023685078719944616,1.0010973287767322,0.9448189521855923
fb,1510,0.0016578314349423098,1.0017653861045013,0.9636062645143878
fb,1511,-0.002128980393936381,1.0211870177307452,0.9805662904004416
fb,1512,0.00324428944816339,1.0020573191811288,0.9872212590066798
fb,1601,0.018426752262743068,0.9634786486298204,0.8834344985861708
fb,1602,0.006385070084222139,0.9823539429440162,0.9688023813382085
fb,1603,0.007119333435254114,0.9815417576546788,0.9460406678473509
fb,1604,0.008944665655132841,0.9777560985236218,0.9172176447244752
fb,1605,0.03452131387637363,0.933058162164011,0.8566717307237546
